source,target,anchor_text,link_type,target_page_role
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/subjects/math/calculus/derivatives/","Chapter 2 Derivatives · Units 2A and 2B","mobile-navigation","unit-hub"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/subjects/math/calculus/integrals/","Chapter 3 Integrals · Units 3A and 3B","mobile-navigation","unit-hub"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/subjects/math/calculus/sequences-and-series/","Chapter 4 Sequences and Series · Units 4A and 4B","mobile-navigation","unit-hub"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/glossary/math/","Learn more →","global-navigation","glossary-hub"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/glossary/math/","Math glossary →","global-navigation","glossary-hub"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/subjects/","Subjects","breadcrumb","subject-hub"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/subjects/math/","Mathematics","breadcrumb","subject-hub"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/subjects/math/algebra/","Algebra","breadcrumb","course-hub"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/subjects/math/algebra/expressions-equations/","Equations","breadcrumb","quick-answer"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/subjects/math/algebra/expressions-equations/solving-linear-equations/","← Previous in Equations Solve linear equations","sequential-previous","decision-guide"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/subjects/math/algebra/expressions-equations/evaluating-expressions-by-substitution/","Next in Equations → Evaluate by substitution","sequential-next","method-guide"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/","≥ Better Grades","footer","home"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/subjects/","Subjects","footer","subject-hub"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/resources/","Resources","footer","resource-library"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/answers/","Answers","footer","directory"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/tools/","Tools","footer","directory"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/practice/","Practice","footer","directory"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/glossary/math/","Math glossary","footer","glossary-hub"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/glossary/math/conventions/","Math conventions","footer","glossary-term"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/how-we-verify/","How we verify","footer","policy"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/editorial-policy/","Editorial policy","footer","policy"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/source-policy/","Sources & licensing","footer","policy"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/corrections/","Corrections","footer","policy"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/about/","Why Better Grades","footer","policy"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/privacy/","Privacy","footer","policy"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","/accessibility/","Accessibility","footer","policy"
"/subjects/math/algebra/linear-relationships/","/","≥ Better Grades","global-navigation","home"
"/subjects/math/algebra/linear-relationships/","/subjects/math/algebra/","Algebra Foundations through functions","global-navigation","course-hub"
"/subjects/math/algebra/linear-relationships/","/subjects/math/calculus/","Calculus The complete course navigator","global-navigation","course-hub"
"/subjects/math/algebra/linear-relationships/","/subjects/math/","All mathematics Browse every course and resource","global-navigation","subject-hub"
"/subjects/math/algebra/linear-relationships/","/subjects/math/calculus/limits-continuity/","Chapter 1 Limits and Continuity","global-navigation","unit-hub"
"/subjects/math/algebra/linear-relationships/","/subjects/math/calculus/derivatives/","Chapter 2 Derivatives · Units 2A and 2B","global-navigation","unit-hub"
"/subjects/math/algebra/linear-relationships/","/subjects/math/calculus/integrals/","Chapter 3 Integrals · Units 3A and 3B","global-navigation","unit-hub"
"/subjects/math/algebra/linear-relationships/","/subjects/math/calculus/sequences-and-series/","Chapter 4 Sequences and Series · Units 4A and 4B","global-navigation","unit-hub"
"/subjects/math/algebra/linear-relationships/","/search/","Find an answer Search lessons, methods, and examples","global-navigation","search"
"/subjects/math/algebra/linear-relationships/","/practice/math/calculus/","Calculus practice Quizzes, reviews, and exams","global-navigation","assessment"
"/subjects/math/algebra/linear-relationships/","/resources/","Resources","global-navigation","resource-library"
"/subjects/math/algebra/linear-relationships/","/practice/","Practice","global-navigation","directory"
"/subjects/math/algebra/linear-relationships/","/tools/","Tools","global-navigation","directory"
"/subjects/math/algebra/linear-relationships/","/glossary/math/","Glossary","global-navigation","glossary-hub"
"/subjects/math/algebra/linear-relationships/","/search/","⌕ Search","global-navigation","search"
"/subjects/math/algebra/linear-relationships/","/search/","Search Find a lesson or answer","mobile-navigation","search"
"/subjects/math/algebra/linear-relationships/","/subjects/math/algebra/","Algebra Open the course","mobile-navigation","course-hub"
"/subjects/math/algebra/linear-relationships/","/subjects/math/calculus/","Calculus Open the full course map","mobile-navigation","course-hub"
"/subjects/math/algebra/linear-relationships/","/subjects/math/calculus/limits-continuity/","Chapter 1 Limits and Continuity","mobile-navigation","unit-hub"
"/subjects/math/algebra/linear-relationships/","/subjects/math/calculus/derivatives/","Chapter 2 Derivatives · Units 2A and 2B","mobile-navigation","unit-hub"
"/subjects/math/algebra/linear-relationships/","/subjects/math/calculus/integrals/","Chapter 3 Integrals · Units 3A and 3B","mobile-navigation","unit-hub"
"/subjects/math/algebra/linear-relationships/","/subjects/math/calculus/sequences-and-series/","Chapter 4 Sequences and Series · Units 4A and 4B","mobile-navigation","unit-hub"
"/subjects/math/algebra/linear-relationships/","/subjects/","Subjects","breadcrumb","subject-hub"
"/subjects/math/algebra/linear-relationships/","/subjects/math/","Mathematics","breadcrumb","subject-hub"
"/subjects/math/algebra/linear-relationships/","/subjects/math/algebra/","Algebra","breadcrumb","course-hub"
"/subjects/math/algebra/linear-relationships/","/subjects/math/algebra/","All algebra topics →","hub-listing","course-hub"
"/subjects/math/algebra/linear-relationships/","/subjects/math/algebra/linear-relationships/slope-as-rate-of-change/","01 Algebra · Concept explainer Slope is a rate of change, not just rise over run Slope measures how much the output changes for each one-unit change in the input. Its sign, size, and units all carry meaning. Algebra I Concept explainer ↗","hub-listing","quick-answer"
"/subjects/math/algebra/linear-relationships/","/subjects/math/algebra/linear-relationships/parallel-perpendicular-lines/","04 Algebra · Concept explainer Parallel and perpendicular slopes, with the vertical-line exception Parallel nonvertical lines share a slope. Perpendicular nonvertical lines have slopes whose product is −1—but vertical and horizontal lines need separate language. Algebra I Concept explainer ↗","hub-listing","decision-guide"
"/subjects/math/algebra/linear-relationships/","/subjects/math/algebra/linear-relationships/interpreting-linear-models/","05 Algebra · Direct answer What do slope and intercept mean in a linear model? The intercept is the modeled output at input zero; the slope is the predicted change in output per unit of input. Context decides whether either interpretation is sensible. Algebra I Direct answer ↗","hub-listing","quick-answer"
"/subjects/math/algebra/linear-relationships/","/subjects/math/algebra/linear-relationships/equation-from-two-points/","02 Algebra · Method guide How to write a line equation from two points Find the slope first, anchor it to either point, then convert forms only if the problem needs a different presentation. Algebra I Method guide ↗","hub-listing","decision-guide"
"/subjects/math/algebra/linear-relationships/","/subjects/math/algebra/linear-relationships/graphing-linear-equations-from-standard-form/","06 Algebra · Method guide Graphing a linear equation from standard form Use intercepts when they are clean, or solve for y when slope and vertical change are more informative. Algebra I Method guide ↗","hub-listing","decision-guide"
"/subjects/math/algebra/linear-relationships/","/subjects/math/algebra/linear-relationships/point-slope-vs-slope-intercept/","03 Algebra · Decision guide Point-slope or slope-intercept form: which should you use? Use point-slope form when a point and slope are given; use slope-intercept form when the intercept or a quick graph is the main goal. Algebra I Decision guide ↗","hub-listing","quick-answer"
"/subjects/math/algebra/linear-relationships/","/subjects/math/algebra/expressions-equations/","← Previous topic Expressions & Equations","sequential-previous","quick-answer"
"/subjects/math/algebra/linear-relationships/","/subjects/math/algebra/systems-inequalities/","Next topic → Systems & Inequalities","sequential-next","quick-answer"
"/subjects/math/algebra/linear-relationships/","/","≥ Better Grades","footer","home"
"/subjects/math/algebra/linear-relationships/","/subjects/","Subjects","footer","subject-hub"
"/subjects/math/algebra/linear-relationships/","/resources/","Resources","footer","resource-library"
